image_path,label
data\processed\volkswagen\vwe11.jpg,7
data\processed\mercedes\images242.jpg,3
data\processed\hyundai\images395.jpg,0
data\processed\volkswagen\images257.jpg,7
data\processed\skoda\images493.jpg,5
data\processed\mazda\7a1f6ees-960.jpg,2
data\processed\mazda\rs-cash-for-mazda-cars-removals-brisba-5b81394aaaed21.0806225415351954667001.jpg,2
data\processed\opel\opel-logo-sunroof-oto-sticker.jpg,4
data\processed\mazda\926ab06s-960.jpg,2
data\processed\opel\a6.jpg,4
data\processed\volkswagen\vw17.jpg,7
data\processed\lexus\images270.jpg,1
data\processed\mercedes\images276.jpg,3
data\processed\toyota\a19.jpg,6
data\processed\lexus\a12.jpg,1
data\processed\toyota\images280.jpg,6
data\processed\mercedes\images100.jpg,3
data\processed\mercedes\images91.jpg,3
data\processed\mercedes\images51.jpg,3
data\processed\mazda\mazda4.jpg,2
data\processed\toyota\images321.jpg,6
data\processed\volkswagen\images254.jpg,7
data\processed\mercedes\images131.jpg,3
data\processed\volkswagen\41ZLUnM-GQL._AC_SX466_.jpg,7
data\processed\lexus\tarragona-spain-december-lexus-logo-dealership-car-store-136483847.jpg,1
data\processed\skoda\images344.jpg,5
data\processed\skoda\images231.jpg,5
data\processed\mercedes\images30.jpg,3
data\processed\lexus\af_a138p037.jpg,1
data\processed\toyota\s-l300.jpg,6
data\processed\lexus\a20.jpg,1
data\processed\skoda\images476.jpg,5
data\processed\skoda\xskoda-logo-amblem.jpg.pagespeed.ic.qPP7Mz8Wx6.jpg,5
data\processed\volkswagen\images10.jpg,7
data\processed\toyota\images260.jpg,6
data\processed\lexus\images241.jpg,1
data\processed\mercedes\depositphotos_296201990-stock-video-emblem-logo-on-mercedes-benz.jpg,3
data\processed\volkswagen\thumb2-volkswagen-logo.jpg,7
data\processed\volkswagen\images141.jpg,7
data\processed\skoda\images446.jpg,5
data\processed\mazda\353bb9d7ba.jpg,2
data\processed\mercedes\mrc7.jpg,3
data\processed\hyundai\images172.jpg,0
data\processed\opel\images183.jpg,4
data\processed\volkswagen\images13.jpg,7
data\processed\lexus\images174.jpg,1
data\processed\hyundai\images239.jpg,0
data\processed\lexus\images273.jpg,1
data\processed\hyundai\images236.jpg,0
data\processed\hyundai\images22.jpg,0
data\processed\skoda\images206.jpg,5
data\processed\hyundai\images184.jpg,0
data\processed\volkswagen\images19.jpg,7
data\processed\mazda\LogoMazda.jpg,2
data\processed\hyundai\images346.jpg,0
data\processed\volkswagen\vwfaa.jpg,7
data\processed\skoda\images318.jpg,5
data\processed\mazda\image1.jpg,2
data\processed\mazda\MAZDA-car-logo-vacuum-formed-with-borad.jpg_640x640xz.jpg,2
data\processed\toyota\31a9e87ccf23a0fc9813be73ef71fcc4_display_large___a6f64fd9-e0cf-4651-a169-8007946ebc80.jpg,6
data\processed\opel\images302.jpg,4
data\processed\hyundai\images238.jpg,0
data\processed\skoda\images383.jpg,5
data\processed\volkswagen\images31.jpg,7
data\processed\mazda\Mazda-Logo.jpg,2
data\processed\toyota\images59.jpg,6
data\processed\skoda\images375.jpg,5
data\processed\opel\images391.jpg,4
data\processed\mazda\mazda_logo_compact.jpg,2
data\processed\mazda\Mazda-logo-wallpaper-012.jpg,2
data\processed\hyundai\images452.jpg,0
data\processed\mazda\245_big.jpg,2
data\processed\volkswagen\vw11.jpg,7
data\processed\mercedes\images13.jpg,3
data\processed\mercedes\images224.jpg,3
data\processed\mazda\mazda-logo-2-adesivo-prespaziato.jpg,2
data\processed\mercedes\images105.jpg,3
data\processed\lexus\images271.jpg,1
data\processed\skoda\images10.jpg,5
data\processed\opel\images393.jpg,4
data\processed\mercedes\images211.jpg,3
data\processed\skoda\images92.jpg,5
data\processed\opel\images115.jpg,4
data\processed\mercedes\images210.jpg,3
data\processed\opel\images447.jpg,4
data\processed\toyota\images265.jpg,6
data\processed\mazda\mazda3.jpg,2
data\processed\volkswagen\volkswagen-logo-wallpaper-preview.jpg,7
data\processed\mazda\599f2c6c66fb07290b33a894.jpg,2
data\processed\skoda\images130.jpg,5
data\processed\mazda\agencia-mazda-2-3-5-6-cx-3-cx-5-cx-7-cx-9-2019-2823468227.jpg,2
data\processed\mercedes\images338.jpg,3
data\processed\mazda\r1.jpg,2
data\processed\hyundai\images181.jpg,0
data\processed\mazda\tion-Vinyl-Sticker-3D-Stickers-tabs-label-Sticker-Black-White.jpg_220x220q90.jpg,2
data\processed\opel\images229.jpg,4
data\processed\opel\images152.jpg,4
data\processed\opel\images189.jpg,4
data\processed\toyota\images192.jpg,6
data\processed\volkswagen\images236.jpg,7
data\processed\mazda\mazda-logo-web-0.jpg,2
data\processed\skoda\a7.jpg,5
data\processed\mercedes\images250.jpg,3
data\processed\opel\Opel-logo-09D04C0181-seeklogo.com.jpg,4
data\processed\toyota\images88.jpg,6
data\processed\lexus\images228.jpg,1
data\processed\opel\a8.jpg,4
data\processed\skoda\images390.jpg,5
data\processed\mercedes\logo-mercedes-benz-wallpaper-preview.jpg,3
data\processed\mazda\commercial2.jpg,2
data\processed\volkswagen\images349.jpg,7
data\processed\volkswagen\images357.jpg,7
data\processed\mazda\070005.jpg,2
data\processed\opel\images219.jpg,4
data\processed\mercedes\images132.jpg,3
data\processed\hyundai\images137.jpg,0
data\processed\toyota\images371.jpg,6
data\processed\mercedes\images73.jpg,3
data\processed\volkswagen\images290.jpg,7
data\processed\volkswagen\s123.jpg,7
data\processed\opel\images113.jpg,4
data\processed\volkswagen\a32.jpg,7
data\processed\volkswagen\images29.jpg,7
data\processed\lexus\images152.jpg,1
data\processed\skoda\images224.jpg,5
data\processed\lexus\images77.jpg,1
data\processed\hyundai\images177.jpg,0
data\processed\skoda\397_td_3.jpg,5
data\processed\volkswagen\a14.jpg,7
data\processed\mazda\10500.970.jpg,2
data\processed\toyota\images368.jpg,6
data\processed\mazda\MazdaLogo_Front_Wheelsology.JPG.jpg,2
data\processed\hyundai\images307.jpg,0
data\processed\hyundai\images151.jpg,0
data\processed\volkswagen\271b7aeb2f10382326f6b8b7d27e62d8.jpg,7
data\processed\mercedes\images331.jpg,3
data\processed\toyota\images60.jpg,6
data\processed\lexus\images103.jpg,1
data\processed\volkswagen\images2.jpg,7
data\processed\hyundai\images61.jpg,0
data\processed\lexus\images145.jpg,1
data\processed\hyundai\image-260nw-205266196.jpg,0
data\processed\mercedes\images263.jpg,3
data\processed\volkswagen\vwvwvw.jpg,7
data\processed\toyota\images127.jpg,6
data\processed\hyundai\images273.jpg,0
data\processed\hyundai\images385.jpg,0
data\processed\mercedes\images292.jpg,3
data\processed\toyota\images102.jpg,6
data\processed\opel\images389.jpg,4
data\processed\toyota\images95.jpg,6
data\processed\skoda\images59.jpg,5
data\processed\skoda\hm79xr68.jpg,5
data\processed\mazda\6-mazda-cx-3-mazda-demio-fox-ford-mazda-5b24c1c989b049.356509791529135561564.jpg,2
data\processed\volkswagen\images294.jpg,7
data\processed\mazda\ririru226-thumb-146947889616962175441672.jpg,2
data\processed\lexus\images111.jpg,1
data\processed\hyundai\images5.jpg,0
data\processed\skoda\images173.jpg,5
data\processed\mercedes\images62.jpg,3
data\processed\toyota\images53.jpg,6
data\processed\skoda\images439.jpg,5
data\processed\mercedes\images49.jpg,3
data\processed\hyundai\images186.jpg,0
data\processed\opel\images422.jpg,4
data\processed\mazda\4-Colors-Universal-3D-Car-Stickers-and-Decals-For-Mazda-Cars-Auto-Emblem-Logo-Vinyl-Car.jpg,2
data\processed\toyota\images181.jpg,6
data\processed\volkswagen\images251.jpg,7
data\processed\hyundai\images68.jpg,0
data\processed\lexus\images116.jpg,1
data\processed\mercedes\images252.jpg,3
data\processed\hyundai\images148.jpg,0
data\processed\hyundai\images101.jpg,0
data\processed\volkswagen\images101.jpg,7
data\processed\skoda\images415.jpg,5
data\processed\skoda\images369.jpg,5
data\processed\hyundai\images45.jpg,0
data\processed\toyota\images293.jpg,6
data\processed\volkswagen\images318.jpg,7
data\processed\mercedes\images69.jpg,3
data\processed\hyundai\images300.jpg,0
data\processed\mercedes\images295.jpg,3
data\processed\lexus\81NnA6oMEaL._AC_SS450_.jpg,1
data\processed\mercedes\images360.jpg,3
data\processed\hyundai\images173.jpg,0
data\processed\opel\9448514617394.jpg,4
data\processed\toyota\images176.jpg,6
data\processed\skoda\images139.jpg,5
data\processed\lexus\images164.jpg,1
data\processed\volkswagen\images288.jpg,7
data\processed\mercedes\images129.jpg,3
data\processed\opel\images342.jpg,4
data\processed\volkswagen\images255.jpg,7
data\processed\toyota\images230.jpg,6
data\processed\lexus\images291.jpg,1
data\processed\volkswagen\images6.jpg,7
data\processed\mercedes\images14.jpg,3
data\processed\mercedes\mrc18.jpg,3
data\processed\hyundai\images127.jpg,0
data\processed\lexus\a13.jpg,1
data\processed\lexus\images236.jpg,1
data\processed\mazda\987eb25s-480.jpg,2
data\processed\skoda\images9.jpg,5
data\processed\hyundai\images25.jpg,0
data\processed\toyota\images253.jpg,6
data\processed\lexus\images247.jpg,1
data\processed\skoda\images424.jpg,5
data\processed\mazda\mazda10.jpg,2
data\processed\skoda\images241.jpg,5
data\processed\mazda\5AAAAgAwt-A-480.jpg,2
data\processed\lexus\images252.jpg,1
data\processed\skoda\images84.jpg,5
data\processed\mazda\mazda-emblem-sticker-mazda-logo-steering-wheel-emblem-sticker-28061045915828_700x700.jpg,2
data\processed\mazda\Mazdaspeed-Logo-Best-Wallpaper-72725.jpg,2
data\processed\skoda\Skoda-Logo-2-Vinyl-Decal-Sticker__33672.1508640213.jpg,5
data\processed\opel\images484.jpg,4
data\processed\lexus\images35.jpg,1
data\processed\opel\images465.jpg,4
data\processed\hyundai\images32.jpg,0
data\processed\mazda\1541115016194708.jpg,2
data\processed\opel\a1.jpg,4
data\processed\skoda\images447.jpg,5
data\processed\hyundai\images287.jpg,0
data\processed\volkswagen\2420-01-06-C1755_Volkswagen_Logo.jpg,7
data\processed\mercedes\mercedes-benz-yeni-logo-corona-virusu.jpg,3
data\processed\hyundai\images131.jpg,0
data\processed\hyundai\images139.jpg,0
data\processed\toyota\images131.jpg,6
data\processed\volkswagen\a3.jpg,7
data\processed\toyota\toyota-logo-symbol-icon-flag-D59841.jpg,6
data\processed\opel\images110.jpg,4
data\processed\lexus\a5.jpg,1
data\processed\mazda\mazda-logo-02-1024x683.jpg,2
data\processed\mercedes\images44.jpg,3
data\processed\skoda\images423.jpg,5
data\processed\mazda\big_ca4b48613bec5971d4cc5795984d45b7bc1cf566.jpg,2
data\processed\hyundai\images176.jpg,0
data\processed\mazda\DMAAAgOoGuA-1920.jpg,2
data\processed\hyundai\images464.jpg,0
data\processed\mazda\7b257c54a80e5a8d1cddde0e52caecdb.jpg,2
data\processed\skoda\images177.jpg,5
data\processed\volkswagen\images200.jpg,7
data\processed\mazda\a2.jpg,2
data\processed\opel\images420.jpg,4
data\processed\lexus\images63.jpg,1
data\processed\hyundai\images55.jpg,0
data\processed\skoda\images348.jpg,5
data\processed\hyundai\images271.jpg,0
data\processed\volkswagen\878891398vnr.jpg,7
data\processed\volkswagen\vwe21.jpg,7
data\processed\mercedes\images107.jpg,3
data\processed\mercedes\images354.jpg,3
data\processed\opel\images426.jpg,4
data\processed\opel\images337.jpg,4
data\processed\skoda\images148.jpg,5
data\processed\mazda\mazda_logo-3d-model-25692-238048.jpg,2
data\processed\skoda\5df9d35s-1920.jpg,5
data\processed\opel\images399.jpg,4
data\processed\mercedes\images76.jpg,3
data\processed\hyundai\images301.jpg,0
data\processed\skoda\images151.jpg,5
data\processed\hyundai\the-hyundai-logo-M3R30P.jpg,0
data\processed\hyundai\image-260nw-172777184.jpg,0
data\processed\lexus\images219.jpg,1
data\processed\mercedes\10162896830514.jpg,3
data\processed\opel\images231.jpg,4
data\processed\mercedes\images249.jpg,3
data\processed\toyota\images207.jpg,6
data\processed\mercedes\images261.jpg,3
data\processed\volkswagen\image-260nw-269735078.jpg,7
data\processed\skoda\images156.jpg,5
data\processed\mazda\images251.jpg,2
data\processed\skoda\images112.jpg,5
data\processed\mazda\images91.jpg,2
data\processed\toyota\a17.jpg,6
data\processed\hyundai\images473.jpg,0
data\processed\mercedes\mrc14.jpg,3
data\processed\hyundai\images328.jpg,0
data\processed\hyundai\images199.jpg,0
data\processed\lexus\images6.jpg,1
data\processed\volkswagen\a22.jpg,7
data\processed\volkswagen\images280.jpg,7
data\processed\lexus\images122.jpg,1
data\processed\skoda\images53.jpg,5
data\processed\mazda\mazda_logo-3d-model-25451-131315.jpg,2
data\processed\skoda\images319.jpg,5
data\processed\mercedes\Big-Mercedes-Benz-Logo-Eu-Auto-Car-Dealer-Pub-Display-Store-Neon-Sign-Sign.jpg,3
data\processed\toyota\images164.jpg,6
data\processed\toyota\images259.jpg,6
data\processed\toyota\images197.jpg,6
data\processed\hyundai\images95.jpg,0
data\processed\hyundai\images371.jpg,0
data\processed\skoda\images507.jpg,5
data\processed\toyota\images91.jpg,6
data\processed\volkswagen\a19.jpg,7
data\processed\lexus\s-l400.jpg,1
data\processed\toyota\images180.jpg,6
data\processed\lexus\images157.jpg,1
data\processed\opel\d34e604af0ebf26c81f5ede219eca765.jpg,4
data\processed\mazda\1567165602490bb05a84.55719135.jpg,2
data\processed\mazda\Untitled-12.jpg,2
data\processed\hyundai\images316.jpg,0
data\processed\skoda\images433.jpg,5
data\processed\hyundai\images387.jpg,0
data\processed\skoda\images316.jpg,5
data\processed\mazda\mazda_logo-3d-model-25451-131316.jpg,2
data\processed\lexus\images107.jpg,1
data\processed\volkswagen\images269.jpg,7
data\processed\volkswagen\images317.jpg,7
data\processed\hyundai\images231.jpg,0
data\processed\hyundai\images314.jpg,0
data\processed\mazda\mazda3-car-mazda-tribute-mazda-mx-5-faw-mazda-car-brand.jpg,2
data\processed\lexus\images156.jpg,1
data\processed\mazda\5401335763581300412.jpg,2
data\processed\hyundai\images128.jpg,0
data\processed\skoda\images343.jpg,5
data\processed\mazda\_AAAAgJ0NOA-960.jpg,2
data\processed\mercedes\images96.jpg,3
data\processed\volkswagen\vw12.jpg,7
data\processed\volkswagen\images323.jpg,7
data\processed\toyota\images125.jpg,6
data\processed\volkswagen\images237.jpg,7
data\processed\hyundai\images24.jpg,0
data\processed\toyota\toyota-logo-amblem-C3B6zel-krom-kC4B1rmC4B1zC4B1-toyota-anahtarlC4B1k-11400-tl.jpg,6
data\processed\opel\images473.jpg,4
data\processed\skoda\images351.jpg,5
data\processed\toyota\images201.jpg,6
data\processed\opel\images151.jpg,4
data\processed\opel\11579948_opel-zapchasti-corsa-c-emblema-znak-logotip-bampera.jpg,4
data\processed\mazda\Mazda-Team-Joest-logo.jpg,2
data\processed\mazda\MlQJESoFth.jpg,2
data\processed\mazda\image_24377.jpg,2
data\processed\hyundai\images81.jpg,0
data\processed\toyota\images245.jpg,6
data\processed\hyundai\images414.jpg,0
data\processed\volkswagen\a9.jpg,7
data\processed\hyundai\images456.jpg,0
data\processed\skoda\images368.jpg,5
data\processed\volkswagen\images146.jpg,7
data\processed\mazda\7.jpg,2
data\processed\opel\images260.jpg,4
data\processed\skoda\images68.jpg,5
data\processed\mazda\RTfFceAB5KqA8D3myZBda8Oy_Ts-960.jpg,2
data\processed\mercedes\images45.jpg,3
data\processed\mercedes\images217.jpg,3
data\processed\mercedes\images219.jpg,3
data\processed\volkswagen\vn657.jpg,7
data\processed\opel\images369.jpg,4
data\processed\mazda\mazda_logo-3d-model-25451-131314.jpg,2
data\processed\mazda\6f903c04l20-1920.jpg,2
data\processed\mercedes\mrc15.jpg,3
data\processed\skoda\images91.jpg,5
data\processed\volkswagen\a4.jpg,7
data\processed\mazda\mazda_fbimage.jpg,2
data\processed\toyota\images270.jpg,6
data\processed\toyota\images365.jpg,6
data\processed\mercedes\images168.jpg,3
data\processed\opel\00000aaa1.jpg,4
data\processed\hyundai\541px-Hyundai_logo.jpg,0
data\processed\lexus\7045125.jpg,1
data\processed\skoda\9845599633458.jpg,5
data\processed\mazda\fond-ecran-transport-autos-mazda-logo-001.jpg,2
data\processed\opel\1_org_zoom.jpg,4
data\processed\mercedes\images324.jpg,3
data\processed\hyundai\images102.jpg,0
data\processed\volkswagen\images206.jpg,7
data\processed\volkswagen\vw112.jpg,7
data\processed\mercedes\images348.jpg,3
data\processed\skoda\images65.jpg,5
data\processed\mercedes\images77.jpg,3
data\processed\opel\images454.jpg,4
data\processed\skoda\images420.jpg,5
data\processed\opel\images430.jpg,4
data\processed\lexus\images70.jpg,1
data\processed\skoda\images58.jpg,5
data\processed\mercedes\images303.jpg,3
data\processed\volkswagen\vw1q.jpg,7
data\processed\skoda\images96.jpg,5
data\processed\mazda\6aecacu-960.jpg,2
data\processed\mercedes\maxresdefault.jpg,3
data\processed\opel\images354.jpg,4
data\processed\mercedes\images144.jpg,3
data\processed\mazda\636d7as-960.jpg,2
data\processed\toyota\images171.jpg,6
data\processed\toyota\a10.jpg,6
data\processed\toyota\images332.jpg,6
data\processed\toyota\images71.jpg,6
data\processed\opel\depositphotos_257289888-stock-photo-minsk-belarus-march-23-2018.jpg,4
data\processed\skoda\depositphotos_161003860-stock-photo-logo-of-brand-skoda.jpg,5
data\processed\toyota\images322.jpg,6
data\processed\lexus\thumb2-lexus-red-logo-4k-red-brickwall-lexus-logo-cars-brands.jpg,1
data\processed\skoda\images141.jpg,5
data\processed\lexus\tbilisi-georgia-november-11-2018-260nw-1229989369.jpg,1
data\processed\mercedes\images244.jpg,3
data\processed\lexus\images52.jpg,1
data\processed\lexus\a2.jpg,1
data\processed\mercedes\images350.jpg,3
data\processed\lexus\images88.jpg,1
data\processed\volkswagen\images275.jpg,7
data\processed\hyundai\images356.jpg,0
data\processed\opel\images188.jpg,4
data\processed\lexus\images124.jpg,1
data\processed\lexus\images15.jpg,1
data\processed\toyota\images307.jpg,6
data\processed\toyota\images74.jpg,6
data\processed\lexus\a26.jpg,1
data\processed\mercedes\images164.jpg,3
data\processed\mazda\Mazda_logo.jpg,2
data\processed\mazda\Mazda-Mazda-2-1024x1024.jpg,2
data\processed\mazda\59de17d2c9d21.jpg,2
data\processed\hyundai\images276.jpg,0
data\processed\mazda\download.thumb.jpg.520d5369f44cc4eed9cc208bb4cb5de0.jpg,2
data\processed\skoda\images90.jpg,5
data\processed\toyota\images349.jpg,6
data\processed\toyota\images55.jpg,6
data\processed\volkswagen\images160.jpg,7
data\processed\mercedes\images199.jpg,3
data\processed\mercedes\Mercedes-Benz-logo-cover.jpg,3
data\processed\hyundai\images423.jpg,0
data\processed\mercedes\images171.jpg,3
data\processed\hyundai\images4.jpg,0
data\processed\volkswagen\images184.jpg,7
data\processed\mazda\4d-emblem-with-light-mazda-6-led-car-badge-logo-sticker-4d-white_554170.jpg,2
data\processed\toyota\images204.jpg,6
data\processed\skoda\images221.jpg,5
data\processed\volkswagen\images145.jpg,7
data\processed\skoda\images342.jpg,5
data\processed\mazda\b94be8es-960.jpg,2
data\processed\mazda\post-2004-0-57318400-1403318354.jpg,2
data\processed\toyota\images208.jpg,6
data\processed\opel\images216.jpg,4
data\processed\volkswagen\images329.jpg,7
data\processed\mazda\image_01_big.jpg,2
data\processed\mazda\11847_emblema-mazda-s-dvukhtsvetnoy-s.jpg,2
data\processed\volkswagen\vw099.jpg,7
data\processed\opel\images379.jpg,4
data\processed\toyota\images27.jpg,6
data\processed\mercedes\images103.jpg,3
data\processed\lexus\a21.jpg,1
data\processed\hyundai\images124.jpg,0
data\processed\opel\opel9497.jpg,4
data\processed\mercedes\images82.jpg,3
data\processed\toyota\images90.jpg,6
data\processed\mercedes\images19.jpg,3
data\processed\opel\images468.jpg,4
data\processed\mazda\image-cache-data-avto-naklejka-na-avto-av0619-800x800-1200x630.jpg,2
data\processed\mercedes\images361.jpg,3
data\processed\opel\images425.jpg,4
data\processed\toyota\a15.jpg,6
data\processed\skoda\images489.jpg,5
data\processed\lexus\a7.jpg,1
data\processed\mazda\ref_s.jpg,2
data\processed\mazda\QH7p5wE7CUPfWcYlqXpdwQkdYtI-1920.jpg,2
data\processed\mercedes\images273.jpg,3
data\processed\mazda\blemy-iz-svetodiodov-svet-besplatnaya-dostavka-nyu-4d-el-iz-dlya.jpg_640x640.jpg,2
data\processed\hyundai\images226.jpg,0
data\processed\mercedes\images106.jpg,3
data\processed\toyota\images64.jpg,6
data\processed\skoda\images407.jpg,5
data\processed\skoda\images429.jpg,5
data\processed\volkswagen\images226.jpg,7
data\processed\toyota\a12.jpg,6
data\processed\skoda\images82.jpg,5
data\processed\mazda\med_gallery_528_106_1010396.jpg,2
data\processed\toyota\images96.jpg,6
data\processed\toyota\images317.jpg,6
data\processed\mazda\Mazda-6-2018-800-ac.jpg,2
data\processed\opel\images477.jpg,4
data\processed\mercedes\mercedes-logo-3354494__480.jpg,3
data\processed\volkswagen\vwz.jpg,7
data\processed\lexus\a32.jpg,1
data\processed\volkswagen\volkswagen_2019_logo_before_after-1024x426.jpg,7
data\processed\volkswagen\vw2w.jpg,7
data\processed\opel\images275.jpg,4
data\processed\opel\images300.jpg,4
data\processed\mazda\1500x1500_mazda_logo_preview_2_.jpg,2
data\processed\mercedes\images384.jpg,3
data\processed\mazda\imgmazda_5_107917.jpg,2
data\processed\toyota\0_org_zoom.jpg,6
data\processed\volkswagen\a24.jpg,7
data\processed\toyota\images205.jpg,6
data\processed\lexus\3369bd365603d5312408bfd94885c3a4--car-logos-super-car.jpg,1
data\processed\volkswagen\images178.jpg,7
data\processed\lexus\images195.jpg,1
data\processed\mazda\r2.jpg,2
data\processed\lexus\a22.jpg,1
data\processed\skoda\images20.jpg,5
data\processed\mercedes\images23.jpg,3
data\processed\volkswagen\images52.jpg,7
data\processed\mercedes\images272.jpg,3
data\processed\mercedes\images302.jpg,3
data\processed\mercedes\images12.jpg,3
data\processed\mazda\20180927175115801580.jpg,2
data\processed\mercedes\images42.jpg,3
data\processed\mazda\579443.jpg,2
data\processed\opel\images106.jpg,4
data\processed\lexus\aa3.jpg,1
data\processed\hyundai\images56.jpg,0
data\processed\skoda\images287.jpg,5
data\processed\hyundai\images474.jpg,0
data\processed\opel\images257.jpg,4
data\processed\opel\opel-logo-png-png-favpng-aaSHXhkjgBdwbxnnwrY7NXZ27.jpg,4
data\processed\mercedes\image-260nw-1283897827.jpg,3
data\processed\toyota\images303.jpg,6
data\processed\toyota\images170.jpg,6
data\processed\opel\0_org.jpg,4
data\processed\volkswagen\vwbn2.jpg,7
data\processed\lexus\dmWCH9.jpg,1
data\processed\lexus\images84.jpg,1
data\processed\skoda\images335.jpg,5
data\processed\volkswagen\J1IvIJlvCID2uuEBAffw.jpg,7
data\processed\skoda\images431.jpg,5
data\processed\toyota\images70.jpg,6
data\processed\mazda\4f69df7b9396986cfd923dc87c598079.jpg,2
data\processed\toyota\toyota-badge.jpg,6
data\processed\opel\00001.jpg,4
data\processed\toyota\images243.jpg,6
data\processed\toyota\images364.jpg,6
data\processed\opel\images397.jpg,4
data\processed\opel\images266.jpg,4
data\processed\mercedes\images351.jpg,3
data\processed\mazda\mazda-thumbnail2.jpg,2
data\processed\mercedes\images64.jpg,3
data\processed\lexus\images180.jpg,1
data\processed\toyota\images24.jpg,6
data\processed\mercedes\images111.jpg,3
data\processed\mercedes\images246.jpg,3
data\processed\skoda\images386.jpg,5
data\processed\volkswagen\images32.jpg,7
data\processed\mercedes\images56.jpg,3
data\processed\mercedes\C-27-september-2018-close-up-mercedes-benz-logo-and-badge-on-radiator-grille.jpg,3
data\processed\volkswagen\images303.jpg,7
data\processed\mazda\depositphotos_65298031-stock-illustration-metallic-symbol-of-mazda.jpg,2
data\processed\skoda\images24.jpg,5
data\processed\mazda\b03dfbu-100.jpg,2
data\processed\hyundai\images390.jpg,0
data\processed\volkswagen\a28.jpg,7
data\processed\hyundai\images194.jpg,0
data\processed\volkswagen\wolksvagen-logo-nakC4B1C59F-arma-embroidery-patches.jpg,7
data\processed\volkswagen\vw99.jpg,7
data\processed\opel\images276.jpg,4
data\processed\mercedes\images346.jpg,3
data\processed\toyota\images25.jpg,6
data\processed\mazda\gallery_528_106_1010396.jpg,2
data\processed\lexus\images101.jpg,1
data\processed\hyundai\images447.jpg,0
data\processed\mazda\cokoli-lamp-avto_27.jpg,2
data\processed\mazda\image62.jpg,2
data\processed\opel\images298.jpg,4
data\processed\mazda\mazda-emblem-on-a-car-BECEP2.jpg,2
data\processed\toyota\images340.jpg,6
data\processed\hyundai\images40.jpg,0
data\processed\skoda\images440.jpg,5
data\processed\skoda\depositphotos_161003624-stock-photo-logo-of-brand-skoda.jpg,5
data\processed\opel\images162.jpg,4
data\processed\lexus\images153.jpg,1
data\processed\skoda\images242.jpg,5
data\processed\toyota\a1.jpg,6
data\processed\mercedes\images65.jpg,3
data\processed\skoda\images236.jpg,5
data\processed\lexus\images134.jpg,1
data\processed\skoda\images219.jpg,5
data\processed\toyota\images160.jpg,6
data\processed\mazda\1551547610-mazda.jpg,2
data\processed\hyundai\images135.jpg,0
data\processed\volkswagen\images345.jpg,7
data\processed\skoda\images73.jpg,5
data\processed\lexus\images4.jpg,1
data\processed\volkswagen\vw18.jpg,7
data\processed\skoda\images168.jpg,5
data\processed\lexus\ons-nigeria-import-cars-from-usa-to-ni-5b674373830dc0.4234877415334941315368.jpg,1
data\processed\skoda\C-17852__42127.1557819138.jpg,5
data\processed\mercedes\images167.jpg,3
data\processed\toyota\images29.jpg,6
data\processed\volkswagen\a30.jpg,7
data\processed\mercedes\images185.jpg,3
data\processed\mercedes\images34.jpg,3
data\processed\volkswagen\volkswagen-logosunu-degistirdi-iste-vwnin-yeni-logosu-4.jpg,7
data\processed\mercedes\images356.jpg,3
data\processed\volkswagen\volkswagen-previous-logo.jpg,7
data\processed\toyota\images112.jpg,6
data\processed\opel\images372.jpg,4
data\processed\mercedes\images262.jpg,3
data\processed\hyundai\images79.jpg,0
data\processed\volkswagen\volkswagen-logosu-degisiyor.jpg,7
data\processed\mazda\51491f3945179_292598b.jpg,2
data\processed\toyota\a5.jpg,6
data\processed\volkswagen\71iys2ZWDpL._AC_SL1289_.jpg,7
data\processed\mazda\960.jpg,2
data\processed\lexus\images114.jpg,1
data\processed\volkswagen\vwff.jpg,7
data\processed\hyundai\images330.jpg,0
data\processed\lexus\a18.jpg,1
data\processed\mazda\1396694104_0861.250x200.jpg,2
data\processed\toyota\images345.jpg,6
data\processed\skoda\images99.jpg,5
data\processed\mercedes\mrc17.jpg,3
data\processed\hyundai\images477.jpg,0
data\processed\skoda\images56.jpg,5
data\processed\lexus\images22.jpg,1
data\processed\opel\images474.jpg,4
data\processed\skoda\images212.jpg,5
data\processed\lexus\images58.jpg,1
data\processed\hyundai\images329.jpg,0
data\processed\toyota\images142.jpg,6
data\processed\toyota\images8.jpg,6
data\processed\mazda\4x4-MAZDA.jpg,2
data\processed\lexus\images5.jpg,1
data\processed\hyundai\images178.jpg,0
data\processed\mazda\574c0c5237efc.jpg,2
data\processed\mercedes\images265.jpg,3
data\processed\opel\images201.jpg,4
data\processed\opel\images348.jpg,4
data\processed\volkswagen\justin-prawira-0.jpg,7
data\processed\hyundai\1_org_zoom.jpg,0
data\processed\lexus\b9c41c319d800663bde7be2137fa25b5.jpg,1
data\processed\hyundai\images343.jpg,0
data\processed\opel\0_org_zoom1.jpg,4
data\processed\lexus\images130.jpg,1
data\processed\lexus\images85.jpg,1
data\processed\lexus\depositphotos_249585274-stock-photo-lexus-logo-at-kuala-lumpur.jpg,1
data\processed\hyundai\images368.jpg,0
data\processed\toyota\images48.jpg,6
data\processed\lexus\images260.jpg,1
data\processed\lexus\images248.jpg,1
data\processed\hyundai\images427.jpg,0
data\processed\opel\images261.jpg,4
data\processed\hyundai\images3.jpg,0
data\processed\toyota\images46.jpg,6
